Peptide_ID,Replicate_ID,Rg_xy_nm,N_residues,DeltaG_ads_kJ_per_mol,DeltaG_ads_per_area_kJ_per_mol_nm2,DeltaG_ads_per_res_kJ_per_mol,z_ads_nm,DeltaG_barrier_kJ_per_mol,z_barrier_nm,Kp_ads_nm,Kp_eff_nm,HC50_pred_low_uM,HC50_pred_high_uM,HC50_pred_mean_uM,HC50_pred_low_uM_raw,HC50_pred_high_uM_raw,HC50_pred_mean_uM_raw,HC50_pred_clipped_at_uM,HC50_pred_exceeds_cutoff,HC50_rank_uM,HC50_rank_score,HC50_rank_enh_uM,HC50_rank_enh_score,HC50_rank_knn_uM,HC50_rank_knn_score,HC50_rank_combo_uM,HC50_rank_combo_score,HC50_rank_v3_uM,HC50_rank_v3_score,theta_at_1uM,Footprint_area_nm2,Footprint_cg_nm2,Rg_xy_cg_nm,Sequence_length,Sequence_length_cg,Sequence_charge,Sequence_charge_density,Sequence_isoelectric_point,Sequence_hydrophobicity,Sequence_hydrophobic_moment,Sequence_logP,Sequence_logP_per_residue,Sequence_helix_fraction,Sequence_helix_propensity,Sequence_positive_fraction,Sequence_negative_fraction,Sequence_aromatic_fraction,QC_pass,ESS_mean,ESS_min,Overlap_min_adjacent,JS_mean_adjacent,Ergodicity_pass_fraction,Drift_max_nm_per_ns,HC50_exp_uM,HC50_exp_CI_low_uM,HC50_exp_CI_high_uM,HC50_rank_resid_log10,HC50_rank_enh_resid_log10,HC50_rank_knn_resid_log10,HC50_rank_combo_resid_log10,HC50_rank_v3_resid_log10,PMF_PC1
solvia_32_run_2,pmf_midplane,,,-22.019146746723976,-14.805715595056414,-0.880765869868959,0.5553693726342179,12.615720151253345,-0.004900344648910607,176.32694300046956,176.32694300046956,150.0,150.0,150.0,244.98928784716074,337.54079658942146,291.2650422182911,150.0,True,23.91652148620279,1.2383091093222847,,,,,,,,,0.00015792126306781354,2.0360785,2.0360785,0.6709647541437292,25,25,,,,,,,,,,,,,True,279.96225152622554,13.752288815086343,0.2237956034066102,0.2077900569069522,0.9722222222222222,,,,,,,,,,122.0408200775701
solvia_624_run_1,pmf_midplane,,,-19.257132730644056,-14.117183433860852,-1.013533301612845,0.6767293492698347,8.926735170973398,-0.004613533669008282,116.35009071474958,116.35009071474958,150.0,150.0,150.0,371.2778557247463,511.53837899853943,441.4081173616429,150.0,True,23.91652148620279,1.1231360320729238,,,,,,,,,9.557870452470616e-05,2.1984350000000004,2.1984350000000004,0.7476190556446171,19,19,,,,,,,,,,,,,True,352.27501879890497,55.39907336815557,0.18888374096567698,0.21125958182928997,1.0,,,,,,,,,,206.8682484465965
solvia_941_run_2,pmf_midplane,,,-28.011217258485072,-17.9389522670666,-1.556178736582504,0.5056529014760635,10.945779639633884,-0.004818975109599458,345.450832471292,345.450832471292,125.04880038910268,150.0,148.66912935148872,125.04880038910268,172.28945831387477,148.66912935148872,150.0,True,23.91652148620279,0.4976736314699733,,,,,,,,,0.00032484186773083844,1.7765469999999999,1.7765469999999999,0.6816599279476641,18,18,,,,,,,,,,,,,True,421.8776039515934,76.82430328233721,0.22618023032949447,0.2094210718668612,1.0,,,,,,,,,,-117.15938794865527
solvia_126_run_2,pmf_midplane,,,-26.822038487824972,-31.1830833877024,-1.3411019243912485,0.05546525386053719,8.353655582694046,-0.004643097181942141,258.65128019590406,258.65128019590406,150.0,150.0,150.0,167.01333224112926,230.10725775444476,198.56029499778703,150.0,True,19.899748742132395,0.246944528315018,,,,,,,,,0.00013397945447944092,1.5370135,1.5370135,0.5360571012423212,20,20,,,,,,,,,,,,,True,517.3637901228095,118.79503274423664,0.2718144176340818,0.22092676078121565,1.0,,,,,,,,,,5.56601539365647
solvia_14_run_2,pmf_midplane,,,-26.025248719299384,-5.359524560268881,-0.703385100521605,0.5557868522283251,9.977715674561981,-0.004796403572074989,191.39608248326405,191.39608248326405,150.0,150.0,150.0,225.70060804525224,310.96528219568086,268.33294512046655,150.0,True,23.91652148620279,0.7726562888670974,,,,,,,,,0.0005596964021423696,5.509715999999999,5.509715999999999,1.252407019113451,37,37,,,,,,,,,,,,,True,214.99141811759498,44.720096792510304,0.29487708538191026,0.20999518730634759,1.0,,,,,,,,,,100.73863825901564
solvia_215_run_1,pmf_midplane,,,-20.526826072452682,-8.746730528385513,-0.9330375487478492,0.8163892286996249,9.943811744933996,-0.004730783859875021,206.76654307353328,206.76654307353328,150.0,150.0,150.0,208.92264073201233,287.84897167521694,248.38580620361464,150.0,True,8.116226975924384,-0.33689062443097306,,,,,,,,,0.0002922181386095077,2.3864465,2.3864465,0.9530049505263801,22,22,,,,,,,,,,,,,True,482.0705385477874,104.92637233945113,0.2672210555788884,0.23539628107205027,1.0,,,,,,,,,,79.00960011462134
solvia_1023_run_2,pmf_midplane,,,-23.028285892971606,-14.725175793312626,-1.644877563783686,0.5068633902047276,7.904104044445219,-0.004481119405926423,91.25855866163269,91.25855866163269,150.0,150.0,150.0,473.36066696080223,652.1858078126609,562.7732373867316,150.0,True,23.91652148620279,1.1292438479635705,,,,,,,,,8.594598180535866e-05,2.234256,2.234256,0.6880927561044806,14,14,,,,,,,,,,,,,True,416.53619056976345,74.02663760166341,0.27904781096279613,0.21049504996898935,1.0,,,,,,,,,,242.3404219683547
solvia_858_run_2,pmf_midplane,,,-20.058920769884274,-31.938031803944522,-1.1799365158755455,0.1853010463461539,10.707124215400501,-0.004847156785714249,159.74880962788626,159.74880962788626,150.0,150.0,150.0,270.4133589137626,372.5695167256285,321.49143781969553,150.0,True,23.91652148620279,1.4400852002026905,,,,,,,,,6.0420997690378705e-05,1.9038745000000004,1.9038745000000004,0.5805050243398068,17,17,,,,,,,,,,,,,True,369.9755237575484,98.3821065984331,0.22968158040308906,0.20109044942885282,1.0,,,,,,,,,,145.4525632461136
solvia_1219_run_2,pmf_midplane,,,-6.587817447287394,-3.217392851011866,-0.3293908723643697,1.5169376152620193,14.698234791855258,-0.0047777222973214295,2.75449398735676,2.75449398735676,150.0,150.0,150.0,15682.812303179278,21607.430284380338,18645.12129377981,150.0,True,150.00000000000003,0.7841192046914236,,,,,,,,,3.3964884328109087e-06,2.9123675000000007,2.9123675000000007,0.779620638671365,20,20,8.026564849177301,0.40132824245886506,11.508210483007133,-1.895,0.8363814314361142,-2.4899999999999998,-0.12449999999999999,0.6,1.043,0.5,0.05,0.1,True,459.4439784857142,86.71082456271151,0.25262345627572885,0.2098888472304016,1.0,,,,,,,,,,367.5775886007059
solvia_515_run_2,pmf_midplane,,,-14.05552322388437,-21.932234288989093,-0.7027761611942185,0.5252778458071155,1.4490402464160343,0.02509051232634614,13.348436989995662,13.348436989995662,150.0,150.0,150.0,3236.2000304850662,4458.764486446092,3847.482258465579,150.0,True,23.91652148620279,1.9915331955150228,,,,,,,,,5.151638781333305e-06,1.165484,1.165484,0.43020101359515495,20,20,,,,,,,,,,,,,True,400.9345103056889,43.05358681132023,0.2794913418109699,0.2060946186215794,1.0,,,,,,,,,,352.5282086674929
solvia_1125_run_2,pmf_midplane,,,-7.121267764845952,-2.9669476230850007,-0.4188981038144678,1.8467044898476856,12.073736920908102,-0.004830963642396727,3.4134334838654645,3.4134334838654645,150.0,150.0,150.0,12655.354908229561,17436.26676244962,15045.810835339591,150.0,True,23.91652148620279,1.1253479404948332,,,,,,,,,4.933893015782404e-06,1.7659750000000003,1.7659750000000003,0.8358214983460917,17,17,,,,,,,,,,,,,True,489.78087043040676,150.5609278893105,0.23295845069248813,0.2053624882532997,1.0,,,,,,,,,,366.6437795090439
solvia_12_run_2,pmf_midplane,,,-15.193602817756664,-6.076796180531334,-0.6605914268589854,1.4392471167582184,8.417900569651925,-0.0044909950141574645,49.9937298944268,49.9937298944268,150.0,150.0,150.0,864.0726004075882,1190.5000272282325,1027.2863138179105,150.0,True,23.91652148620279,0.7576649813291749,,,,,,,,,7.527529845679364e-05,3.1066795,3.1066795,0.919008189807726,23,23,,,,,,,,,,,,,True,365.74810475300137,32.99507844449351,0.25023882935284353,0.21057979791017783,1.0,,,,,,,,,,300.73875704949444
solvia_8_run_2,pmf_midplane,,,-20.61263912908929,-5.879434385897199,-0.7927938126572803,0.20528726769442346,10.052418013422525,-0.004861264105944271,95.37146614879238,95.37146614879238,150.0,150.0,150.0,452.94692362762777,624.0602058869538,538.5035647572907,150.0,True,8.116226975923846,-0.33155045220822954,,,,,,,,,0.00020135729051786003,3.9536155,3.9536155,1.0629195331949963,26,26,,,,,,,,,,,,,True,479.3420404698357,45.64746107998099,0.24131037379252446,0.2317235148108861,1.0,,,,,,,,,,236.55116274412734
solvia_1564_run_2,pmf_midplane,,,-13.638109978860314,-8.721117641521545,-0.6494338085171578,0.2260300241534819,8.46538241764554,-0.004526624960167133,16.311161493649223,16.311161493649223,150.0,150.0,150.0,2648.3835753064695,3648.8840370889134,3148.6338061976912,150.0,True,23.91652148620279,0.785587865926207,,,,,,,,,1.53609394994889e-05,2.3940449999999998,2.3940449999999998,0.6814094110782732,21,21,,,,,,,,,,,,,True,486.2767598240573,110.92814255040896,0.27156980716988066,0.20764883294148825,1.0,,,,,,,,,,348.37133616223645
solvia_524_run_2,pmf_midplane,,,-16.254973599916326,-6.367389031312504,-0.6772905666631802,0.7752885062291668,2.4164511171121905,0.19511804284361114,30.461059921706816,30.461059921706816,150.0,150.0,150.0,1418.1454061343586,1953.8892262295606,1686.0173161819596,150.0,True,23.91652148620279,0.990829359660498,,,,,,,,,4.682963168296444e-05,2.8816835,2.8816835,0.8772349747702833,24,24,,,,,,,,,,,,,True,363.6211744179037,40.074851744769475,0.2834718521355383,0.20977086007955095,1.0,,,,,,,,,,328.35607380505
solvia_974_run_2,pmf_midplane,,,-14.602643469895686,-5.867563112898702,-0.8112579705497603,1.9205187895526559,10.777095931213802,-0.004490870032393443,38.968803866457236,38.968803866457236,150.0,150.0,150.0,1108.5331831582137,1527.31238568465,1317.922784421432,150.0,True,23.91652148620279,0.5615745927557804,,,,,,,,,5.840387129487182e-05,2.5057635,2.5057635,0.8665307889952001,18,18,,,,,,,,,,,,,True,441.25236985734796,21.662276516636723,0.2028076198730022,0.19637071937557757,0.972972972972973,,,,,,,,,,316.3332498491568
solvia_1045_run_1,pmf_midplane,,,-18.48534392720567,-18.401320940081927,-0.9242671963602834,0.4058428973572083,11.679424963654974,-0.004723450583875008,5.207435272182483,5.207435272182483,150.0,150.0,150.0,8295.487113341916,11429.337800604419,9862.412456973168,150.0,True,23.91652148620279,2.2992205649502244,,,,,,,,,3.1503097928321685e-06,2.2724355000000003,2.2724355000000003,0.7514372073188883,20,20,,,,,,,,,,,,,True,405.0652707192864,13.137083317230065,0.3311528141197653,0.20843049874783873,0.9722222222222222,,,,,,,,,,364.0404104340325
solvia_1_run_1,pmf_midplane,,,-15.163636355920502,-19.8816815256684,-0.9477272722450314,1.1255045426004862,13.058605813177678,-0.004920365910041649,53.95547765858474,53.95547765858474,150.0,150.0,150.0,800.6269996773677,1103.0860884443734,951.8565440608706,150.0,True,19.899748742132395,0.21100929938101914,,,,,,,,,2.4782016245955838e-05,1.9450375000000002,1.9450375000000002,0.6305594845322771,16,16,,,,,,,,,,,,,True,601.1488928649386,71.9199356096122,0.25740904318261365,0.2069543263577433,1.0,,,,,,,,,,295.1072920596941
solvia_1743_run_2,pmf_midplane,,,-11.752870750796715,-4.7527793206889735,-0.4701148300318686,1.495099740065989,4.516826947768873,0.6450515544907142,11.573977851109426,11.573977851109426,150.0,150.0,150.0,3732.356563116385,5142.357931404798,4437.357247260592,150.0,True,23.91652148620279,1.5472386907828959,,,,,,,,,1.7235734869195254e-05,3.020629,3.020629,0.8361276267798254,25,25,,,,,,,,,,,,,True,314.6840449159141,29.053386085666205,0.2651019149680838,0.2102040173076377,1.0,,,,,,,,,,355.0833004292215
solvia_850_run_2,pmf_midplane,,,-22.171869279550602,-9.922340476507587,-1.1669404883974002,0.16543749662619117,10.38495881540122,-0.004764853319432133,19.897163187662557,19.897163187662557,150.0,150.0,150.0,2171.073925791464,2991.2574088682395,2581.1656673298517,150.0,True,23.91652148620279,1.3137298071660282,,,,,,,,,2.6775044016316474e-05,2.5845605000000003,2.5845605000000003,0.8353270818533816,19,19,,,,,,,,,,,,,True,420.3364651026967,107.30988924910763,0.27345180785061696,0.20733985865590074,1.0,,,,,,,,,,343.27402085740965
solvia_617_run_1,pmf_midplane,,,-17.529455825090405,-24.56314067922033,-0.9738586569494669,0.07532823007506903,9.337652920665487,-0.004766281612223783,9.522053196300947,9.522053196300947,150.0,150.0,150.0,4536.648903697917,6250.494045094909,5393.571474396413,150.0,True,23.91652148620279,2.264573051798313,,,,,,,,,4.092286111438946e-06,2.1961779999999997,2.1961779999999997,0.685016056685925,18,18,,,,,,,,,,,,,True,406.1585103175022,86.20482090363832,0.2806090316000278,0.2113074529656085,1.0,,,,,,,,,,357.9268360430688
solvia_527_run_2,pmf_midplane,,,-27.78795701614629,-8.50009149227356,-1.1115182806458517,1.0577932143704007,8.962550109419169,-0.004558410478383998,956.800579929008,956.800579929008,45.14860578069165,62.204745742286285,53.676675761488966,45.14860578069165,62.204745742286285,53.676675761488966,150.0,False,16.403922883304055,0.09481313871352293,,,,,,,,,0.0018836720576866713,4.004954,4.004954,0.9783262042365869,25,25,,,,,,,,,,,,,True,302.9506820350532,37.496626225983434,0.17871635472742112,0.21111705858341812,1.0,,,,,,,,,,-981.7120926653708
solvia_32_run_1,pmf_midplane,,,-23.222387492614367,-25.08947946900456,-0.9288954997045746,0.015274269517409497,9.614014223712456,-0.004750475552116967,88.95987529760437,88.95987529760437,150.0,150.0,150.0,485.592094744261,669.0379972032041,577.3150459737326,150.0,True,19.899748742132395,0.240712091954183,,,,,,,,,4.9586131684798634e-05,2.0360785,2.0360785,0.6709647541437292,25,25,,,,,,,,,,,,,True,538.2168163953679,73.51918102865783,0.2112508437993583,0.23110050856944447,1.0,,,,,,,,,,245.56845400293133
solvia_482_run_2,pmf_midplane,,,-28.376970544662743,-47.478457614252875,-1.0914219440254902,0.5069150925543493,9.665482076837076,-0.004469688745222536,615.9408649516724,615.9408649516724,70.13370057422856,96.62865412449268,83.38117734936063,70.13370057422856,96.62865412449268,83.38117734936063,150.0,False,23.91652148620279,0.8933432124414882,,,,,,,,,0.00022169673313595864,2.5956805,2.5956805,0.7059808009791662,26,26,,,,,,,,,,,,,True,364.490301614492,79.25337325078337,0.23601847963040726,0.22402847128286796,1.0,,,,,,,,,,-499.7544002113208
solvia_490_run_1,pmf_midplane,,,-13.587009340255628,-9.496163684284843,-0.7548338522364237,0.9155900261979143,12.524276821152304,-0.004896697608867018,13.544514806738418,13.544514806738418,150.0,150.0,150.0,3189.3510258825045,4394.216968993673,3791.7839974380886,150.0,True,23.91652148620279,0.6259618822260924,,,,,,,,,1.1670513946272681e-05,2.8586690000000003,2.8586690000000003,0.7671881327671026,18,18,,,,,,,,,,,,,True,551.555301845718,57.20224681469592,0.2978994413551239,0.21396127395104472,1.0,,,,,,,,,,352.28387751740655
solvia_126_run_1,pmf_midplane,,,-28.200252557684852,-28.509908552507557,-1.4100126278842426,0.015416444808809535,8.672472964346845,-0.004621489946428567,384.4849589237435,384.4849589237435,112.35345152349544,150.0,133.57577014460014,112.35345152349544,154.79808876570482,133.57577014460014,150.0,True,16.354462901417218,0.09338707973205465,,,,,,,,,0.00022902736472289235,1.5370135,1.5370135,0.5360571012423212,20,20,,,,,,,,,,,,,True,508.9511294070355,126.52829676568136,0.2578594608004842,0.2227480908822239,1.0,,,,,,,,,,-172.3863757481425
solvia_14_run_1,pmf_midplane,,,-20.97232867346517,-18.653738010769153,-0.566819693877437,1.8329252739554318,61.924463939272364,0.06908911128133702,820.8799775868991,820.8799775868991,52.624273186610814,72.50455416821936,62.56441367741509,52.624273186610814,72.50455416821936,62.56441367741509,150.0,False,18.111868864553998,0.14158846575353576,,,,,,,,,0.0005557907220468578,5.509715999999999,5.509715999999999,1.252407019113451,37,37,,,,,,,,,,,,,True,315.55384654433476,31.377489412308293,0.18307064107799106,0.23627019814446829,1.0,,,,,,,,,,-789.4760391710233
solvia_624_run_2,pmf_midplane,,,-22.536805566884823,-12.05595778182471,-1.1861476614149906,0.6270461092387534,7.6848332405925,-0.004513370538476447,344.68519111285656,344.68519111285656,125.32656843910657,150.0,148.99936469982669,125.32656843910657,172.67216096054682,148.99936469982669,150.0,True,23.91652148620279,0.685791635420345,,,,,,,,,0.0003880289351815725,2.1984350000000004,2.1984350000000004,0.7476190556446171,19,19,,,,,,,,,,,,,True,335.0815527926147,17.545157908046164,0.21881401976633788,0.20931356699444031,1.0,,,,,,,,,,-116.04939677365428
solvia_941_run_1,pmf_midplane,,,-28.127711997380953,-22.673036210654992,-1.5626506665211641,0.33627670513316166,7.747062236921536,-0.004533874328286877,743.402854144922,743.402854144922,58.108752143061736,80.06094739710728,69.0848497700845,58.108752143061736,80.06094739710728,69.0848497700845,150.0,False,23.91652148620279,0.5677617539147405,,,,,,,,,0.000555392226289832,1.7765469999999999,1.7765469999999999,0.6816599279476641,18,18,,,,,,,,,,,,,True,378.1633716244908,33.21650736358657,0.30326529783098977,0.20339083717474837,1.0,,,,,,,,,,-679.9568875776653
solvia_858_run_1,pmf_midplane,,,-20.058920769884274,-31.938031803944522,-1.1799365158755455,0.1853010463461539,10.707124215400501,-0.004847156785714249,159.74880962788626,159.74880962788626,150.0,150.0,150.0,270.4133589137626,372.5695167256285,321.49143781969553,150.0,True,23.91652148620279,1.4400852002026905,,,,,,,,,6.0420997690378705e-05,1.9038745000000004,1.9038745000000004,0.5805050243398068,17,17,,,,,,,,,,,,,True,369.9755237575484,98.3821065984331,0.22968158040308906,0.20109044942885282,1.0,,,,,,,,,,145.4525632461136
solvia_215_run_2,pmf_midplane,,,-22.421961999749776,-8.201218805257382,-1.019180090897717,0.015007795768501447,0.059384900223715675,0.005007699779733948,268.00115717193404,268.00115717193404,150.0,150.0,150.0,161.18666295996053,222.0794023003901,191.6330326301753,150.0,True,19.899748742132395,0.2645729274383845,,,,,,,,,0.00044124797991246104,2.3864465,2.3864465,0.9530049505263801,22,22,,,,,,,,,,,,,True,365.86494965223085,33.78898279095358,0.2575764519283653,0.21094325991561713,1.0,,,,,,,,,,-7.596483750313592
solvia_1023_run_1,pmf_midplane,,,-23.58556272878739,-13.773083709788379,-1.6846830520562421,0.0456684531239423,7.553399980061023,-0.004467652131964289,46.565066268163505,46.565066268163505,150.0,150.0,150.0,927.6957095943516,1278.1585332188843,1102.927121406618,150.0,True,23.91652148620279,0.7355609705102362,,,,,,,,,4.8020439265895736e-05,2.234256,2.234256,0.6880927561044806,14,14,,,,,,,,,,,,,True,521.9161480319576,91.87353220682756,0.2786400936812894,0.211679988548468,1.0,,,,,,,,,,305.5465609884077
solvia_12_run_1,pmf_midplane,,,-11.78461534749604,-9.405499695220568,-0.5123745803259148,1.7980946290430992,12.545016211185185,-0.0046966050378925706,23.253352131237573,23.253352131237573,150.0,150.0,150.0,1857.7197795031575,2559.525029537684,2208.622404520421,150.0,True,23.91652148620279,0.9197933327773509,,,,,,,,,1.7545669876105106e-05,3.1066795,3.1066795,0.919008189807726,23,23,,,,,,,,,,,,,True,437.7264915506042,143.55302725515332,0.20048832519457985,0.21201512160642424,1.0,,,,,,,,,,338.5588927179399
